#t:nan-nan ; rate:nan-nan
rate: 32496 	 duration: 500 
rate: 35040 	 duration: 500 
rate: 20976 	 duration: 500 
rate: 20928 	 duration: 500 
rate: 23544 	 duration: 500 
rate: 21648 	 duration: 500 
rate: 22032 	 duration: 500 
rate: 21048 	 duration: 500 
rate: 24552 	 duration: 500 
rate: 12820 	 duration: 804 
rate: 13368 	 duration: 500 
rate: 15312 	 duration: 500 
rate: 10248 	 duration: 500 
rate: 18576 	 duration: 500 
rate: 17928 	 duration: 500 
rate: 19968 	 duration: 500 
rate: 25152 	 duration: 500 
rate: 21072 	 duration: 500 
rate: 23136 	 duration: 500 
rate: 20784 	 duration: 500 
rate: 22464 	 duration: 500 
rate: 22368 	 duration: 500 
rate: 20616 	 duration: 500 
rate: 21552 	 duration: 500 
rate: 19560 	 duration: 500 
rate: 24720 	 duration: 500 
rate: 24912 	 duration: 500 
rate: 23352 	 duration: 500 
rate: 21552 	 duration: 500 
rate: 21768 	 duration: 500 
rate: 21624 	 duration: 500 
rate: 21696 	 duration: 500 
rate: 23496 	 duration: 500 
rate: 23088 	 duration: 500 
rate: 21960 	 duration: 500 
rate: 21288 	 duration: 500 
rate: 24768 	 duration: 500 
rate: 22104 	 duration: 500 
rate: 22632 	 duration: 500 
rate: 20976 	 duration: 500 
rate: 22368 	 duration: 500 
rate: 22608 	 duration: 500 
rate: 23016 	 duration: 500 
rate: 21288 	 duration: 500 
rate: 21888 	 duration: 500 
rate: 20712 	 duration: 500 
rate: 21312 	 duration: 500 
rate: 22680 	 duration: 500 
rate: 24384 	 duration: 500 
rate: 22032 	 duration: 500 
rate: 21576 	 duration: 500 
rate: 21960 	 duration: 500 
rate: 23952 	 duration: 500 
rate: 22416 	 duration: 500 
rate: 22032 	 duration: 500 
rate: 20208 	 duration: 500 
rate: 22896 	 duration: 500 
rate: 19272 	 duration: 500 
rate: 20280 	 duration: 500 
rate: 22680 	 duration: 500 
rate: 22128 	 duration: 500 
rate: 21888 	 duration: 500 
rate: 21480 	 duration: 500 
rate: 22440 	 duration: 500 
rate: 22176 	 duration: 500 
rate: 20280 	 duration: 500 
rate: 23640 	 duration: 500 
rate: 19488 	 duration: 500 
rate: 21312 	 duration: 500 
rate: 21648 	 duration: 500 
rate: 22896 	 duration: 500 
rate: 21216 	 duration: 500 
rate: 24576 	 duration: 500 
rate: 24192 	 duration: 500 
rate: 23088 	 duration: 500 
rate: 23688 	 duration: 500 
rate: 21744 	 duration: 500 
rate: 19416 	 duration: 500 
rate: 21408 	 duration: 500 
rate: 20352 	 duration: 500 
rate: 22632 	 duration: 500 
rate: 19224 	 duration: 500 
rate: 21264 	 duration: 500 
rate: 21504 	 duration: 500 
rate: 24744 	 duration: 500 
rate: 19992 	 duration: 500 
rate: 20808 	 duration: 500 
rate: 22824 	 duration: 500 
rate: 21360 	 duration: 500 
rate: 19992 	 duration: 500 
rate: 21360 	 duration: 500 
rate: 19800 	 duration: 500 
rate: 21384 	 duration: 500 
rate: 22032 	 duration: 500 
rate: 21336 	 duration: 500 
rate: 19800 	 duration: 500 
rate: 22584 	 duration: 500 
rate: 20064 	 duration: 500 
rate: 20958 	 duration: 501 
rate: 20736 	 duration: 500 
rate: 20904 	 duration: 500 
rate: 21312 	 duration: 500 
rate: 21984 	 duration: 500 
rate: 24360 	 duration: 500 
rate: 22512 	 duration: 500 
rate: 21456 	 duration: 500 
rate: 22272 	 duration: 500 
rate: 19272 	 duration: 500 
rate: 21144 	 duration: 500 
rate: 23712 	 duration: 500 
rate: 19944 	 duration: 500 
rate: 24456 	 duration: 500 
rate: 19944 	 duration: 500 
rate: 21720 	 duration: 500 
rate: 22488 	 duration: 500 
rate: 21072 	 duration: 500 
rate: 20784 	 duration: 500 
rate: 22320 	 duration: 500 
rate: 21000 	 duration: 500 
rate: 22152 	 duration: 500 
rate: 18432 	 duration: 500 
rate: 21192 	 duration: 500 
rate: 22176 	 duration: 500 
rate: 20184 	 duration: 500 
rate: 20376 	 duration: 500 
rate: 23448 	 duration: 500 
rate: 22776 	 duration: 500 
rate: 23808 	 duration: 500 
rate: 19224 	 duration: 500 
rate: 21192 	 duration: 500 
rate: 22320 	 duration: 500 
rate: 21408 	 duration: 500 
rate: 19584 	 duration: 500 
rate: 20640 	 duration: 500 
rate: 20832 	 duration: 500 
rate: 20088 	 duration: 500 
rate: 21192 	 duration: 500 
rate: 20760 	 duration: 500 
rate: 21984 	 duration: 500 
rate: 17112 	 duration: 500 
rate: 20616 	 duration: 500 
rate: 21072 	 duration: 500 
rate: 20832 	 duration: 500 
rate: 19752 	 duration: 500 
rate: 22944 	 duration: 500 
rate: 21144 	 duration: 500 
rate: 21288 	 duration: 500 
rate: 21168 	 duration: 500 
rate: 20856 	 duration: 500 
rate: 21768 	 duration: 500 
rate: 20928 	 duration: 500 
rate: 22848 	 duration: 500 
rate: 17088 	 duration: 500 
rate: 19632 	 duration: 500 
rate: 21676 	 duration: 501 
rate: 20208 	 duration: 500 
rate: 20304 	 duration: 500 
rate: 21768 	 duration: 500 
rate: 21744 	 duration: 500 
rate: 20304 	 duration: 500 
rate: 20880 	 duration: 500 
rate: 22488 	 duration: 500 
rate: 22872 	 duration: 500 
rate: 21768 	 duration: 500 
rate: 22152 	 duration: 500 
rate: 20880 	 duration: 500 
rate: 19896 	 duration: 500 
rate: 21504 	 duration: 500 
rate: 21816 	 duration: 500 
rate: 21096 	 duration: 500 
rate: 19872 	 duration: 500 
rate: 21552 	 duration: 500 
rate: 22152 	 duration: 500 
rate: 22296 	 duration: 500 
rate: 21504 	 duration: 500 
rate: 20856 	 duration: 500 
rate: 21600 	 duration: 500 
rate: 20328 	 duration: 500 
rate: 21120 	 duration: 500 
rate: 20520 	 duration: 500 
rate: 23040 	 duration: 500 
rate: 20256 	 duration: 500 
rate: 20784 	 duration: 500 
rate: 18672 	 duration: 500 
rate: 23280 	 duration: 500 
rate: 18480 	 duration: 500 
rate: 23928 	 duration: 500 
rate: 21264 	 duration: 500 
rate: 20136 	 duration: 500 
rate: 19056 	 duration: 500 
rate: 20160 	 duration: 500 
rate: 19968 	 duration: 500 
rate: 23616 	 duration: 500 
rate: 19584 	 duration: 500 
rate: 23208 	 duration: 500 
rate: 19536 	 duration: 500 
rate: 18312 	 duration: 500 
rate: 21288 	 duration: 500 
rate: 20184 	 duration: 500 
rate: 20880 	 duration: 500 
rate: 18648 	 duration: 500 
rate: 17424 	 duration: 500 
rate: 19080 	 duration: 500 
rate: 22704 	 duration: 500 
rate: 18048 	 duration: 500 
rate: 23304 	 duration: 500 
rate: 20502 	 duration: 501 
rate: 23328 	 duration: 500 
rate: 20784 	 duration: 500 
rate: 20904 	 duration: 500 
rate: 23184 	 duration: 500 
rate: 19920 	 duration: 500 
rate: 21888 	 duration: 500 
rate: 19584 	 duration: 500 
rate: 22416 	 duration: 500 
rate: 21576 	 duration: 500 
rate: 22512 	 duration: 500 
rate: 21024 	 duration: 500 
rate: 22152 	 duration: 500 
rate: 20856 	 duration: 500 
rate: 21528 	 duration: 500 
rate: 24192 	 duration: 500 
rate: 24528 	 duration: 500 
rate: 24768 	 duration: 500 
rate: 24384 	 duration: 500 
rate: 22512 	 duration: 500 
rate: 19992 	 duration: 500 
rate: 21744 	 duration: 500 
rate: 18984 	 duration: 500 
rate: 24672 	 duration: 500 
rate: 22728 	 duration: 500 
rate: 22248 	 duration: 500 
rate: 22560 	 duration: 500 
rate: 24120 	 duration: 500 
rate: 22176 	 duration: 500 
rate: 21336 	 duration: 500 
rate: 21552 	 duration: 500 
rate: 22848 	 duration: 500 
rate: 24552 	 duration: 500 
