#t:nan-nan ; rate:nan-nan
rate: 25128 	 duration: 500 
rate: 46398 	 duration: 502 
rate: 32109 	 duration: 549 
rate: 8287 	 duration: 501 
rate: 8254 	 duration: 519 
rate: 7715 	 duration: 507 
rate: 8262 	 duration: 533 
rate: 8261 	 duration: 520 
rate: 7000 	 duration: 540 
rate: 8191 	 duration: 501 
rate: 8364 	 duration: 505 
rate: 2250 	 duration: 1120 
rate: 8151 	 duration: 502 
rate: 8358 	 duration: 524 
rate: 7277 	 duration: 653 
rate: 7698 	 duration: 558 
rate: 8000 	 duration: 594 
rate: 8040 	 duration: 591 
rate: 6840 	 duration: 521 
rate: 8068 	 duration: 522 
rate: 8454 	 duration: 528 
rate: 7728 	 duration: 500 
rate: 8528 	 duration: 522 
rate: 7658 	 duration: 503 
rate: 8116 	 duration: 550 
rate: 8784 	 duration: 500 
rate: 6872 	 duration: 550 
rate: 7808 	 duration: 501 
rate: 6770 	 duration: 576 
rate: 6694 	 duration: 579 
rate: 6178 	 duration: 503 
rate: 5401 	 duration: 511 
rate: 7113 	 duration: 501 
rate: 6262 	 duration: 502 
rate: 7768 	 duration: 502 
rate: 7715 	 duration: 549 
rate: 6736 	 duration: 611 
rate: 8966 	 duration: 542 
rate: 3621 	 duration: 656 
rate: 1666 	 duration: 1246 
rate: 4389 	 duration: 503 
rate: 3768 	 duration: 554 
rate: 18545 	 duration: 506 
rate: 9929 	 duration: 568 
rate: 8232 	 duration: 500 
rate: 6138 	 duration: 520 
rate: 6596 	 duration: 513 
rate: 6988 	 duration: 510 
rate: 6444 	 duration: 553 
rate: 7219 	 duration: 502 
rate: 8136 	 duration: 500 
rate: 4725 	 duration: 518 
rate: 8088 	 duration: 500 
rate: 7296 	 duration: 500 
rate: 5857 	 duration: 504 
rate: 8256 	 duration: 500 
rate: 5357 	 duration: 560 
rate: 3370 	 duration: 502 
rate: 6264 	 duration: 521 
rate: 7606 	 duration: 508 
rate: 7080 	 duration: 500 
rate: 41125 	 duration: 501 
rate: 20790 	 duration: 501 
rate: 8601 	 duration: 572 
rate: 8977 	 duration: 540 
rate: 8783 	 duration: 541 
rate: 7785 	 duration: 504 
rate: 7353 	 duration: 501 
rate: 3176 	 duration: 797 
rate: 8946 	 duration: 503 
rate: 8081 	 duration: 542 
rate: 8474 	 duration: 514 
rate: 6696 	 duration: 500 
rate: 6860 	 duration: 502 
rate: 6624 	 duration: 509 
rate: 6711 	 duration: 531 
rate: 6947 	 duration: 513 
