#t:nan-nan ; rate:nan-nan
rate: 17640 	 duration: 500 
rate: 16080 	 duration: 500 
rate: 15168 	 duration: 500 
rate: 17736 	 duration: 500 
rate: 18000 	 duration: 500 
rate: 17472 	 duration: 500 
rate: 16272 	 duration: 500 
rate: 17160 	 duration: 500 
rate: 17664 	 duration: 500 
rate: 14976 	 duration: 500 
rate: 15384 	 duration: 500 
rate: 14568 	 duration: 500 
rate: 13896 	 duration: 500 
rate: 15576 	 duration: 500 
rate: 14064 	 duration: 500 
rate: 14496 	 duration: 500 
rate: 15984 	 duration: 500 
rate: 14592 	 duration: 500 
rate: 16584 	 duration: 500 
rate: 16296 	 duration: 500 
rate: 16176 	 duration: 500 
rate: 17472 	 duration: 500 
rate: 15072 	 duration: 500 
rate: 14640 	 duration: 500 
rate: 17832 	 duration: 500 
rate: 6844 	 duration: 2253 
rate: 3172 	 duration: 1029 
rate: 5736 	 duration: 500 
rate: 775 	 duration: 526 
rate: 11136 	 duration: 500 
rate: 4943 	 duration: 568 
rate: 10368 	 duration: 500 
rate: 4954 	 duration: 746 
rate: 7137 	 duration: 501 
rate: 1592 	 duration: 520 
rate: 2323 	 duration: 501 
rate: 2335 	 duration: 930 
rate: 5208 	 duration: 834 
rate: 10224 	 duration: 500 
rate: 5117 	 duration: 619 
rate: 6840 	 duration: 500 
rate: 2535 	 duration: 601 
rate: 7152 	 duration: 500 
rate: 1887 	 duration: 642 
rate: 4000 	 duration: 504 
rate: 2255 	 duration: 580 
rate: 10080 	 duration: 500 
rate: 3444 	 duration: 850 
rate: 9072 	 duration: 500 
rate: 3491 	 duration: 622 
rate: 12720 	 duration: 500 
rate: 6702 	 duration: 709 
rate: 6576 	 duration: 500 
rate: 3833 	 duration: 601 
rate: 6754 	 duration: 501 
rate: 1482 	 duration: 599 
rate: 6292 	 duration: 513 
rate: 3188 	 duration: 606 
rate: 5847 	 duration: 511 
rate: 2093 	 duration: 642 
rate: 6597 	 duration: 502 
rate: 2273 	 duration: 665 
rate: 9912 	 duration: 500 
rate: 5481 	 duration: 637 
rate: 5882 	 duration: 510 
rate: 2939 	 duration: 649 
rate: 7728 	 duration: 500 
rate: 3139 	 duration: 623 
rate: 4 	 duration: 2458 
rate: 6984 	 duration: 500 
rate: 5971 	 duration: 633 
rate: 7368 	 duration: 500 
rate: 2107 	 duration: 763 
rate: 8479 	 duration: 501 
rate: 2179 	 duration: 523 
rate: 5808 	 duration: 500 
rate: 2945 	 duration: 603 
rate: 6264 	 duration: 500 
rate: 2291 	 duration: 644 
rate: 6758 	 duration: 506 
