#t:nan-nan ; rate:nan-nan
rate: 16440 	 duration: 500 
rate: 16008 	 duration: 500 
rate: 15888 	 duration: 500 
rate: 17832 	 duration: 500 
rate: 16008 	 duration: 500 
rate: 16992 	 duration: 500 
rate: 16752 	 duration: 500 
rate: 17976 	 duration: 500 
rate: 16608 	 duration: 500 
rate: 17592 	 duration: 500 
rate: 15576 	 duration: 500 
rate: 16296 	 duration: 500 
rate: 15696 	 duration: 500 
rate: 16056 	 duration: 500 
rate: 16176 	 duration: 500 
rate: 17064 	 duration: 500 
rate: 15912 	 duration: 500 
rate: 17760 	 duration: 500 
rate: 16272 	 duration: 500 
rate: 16680 	 duration: 500 
rate: 15504 	 duration: 500 
rate: 16824 	 duration: 500 
rate: 16104 	 duration: 500 
rate: 15696 	 duration: 500 
rate: 16680 	 duration: 500 
rate: 23664 	 duration: 500 
rate: 16296 	 duration: 500 
rate: 17664 	 duration: 500 
rate: 18384 	 duration: 500 
rate: 17880 	 duration: 500 
rate: 16104 	 duration: 500 
rate: 15696 	 duration: 500 
rate: 16920 	 duration: 500 
rate: 17352 	 duration: 500 
rate: 17496 	 duration: 500 
rate: 17328 	 duration: 500 
rate: 17328 	 duration: 500 
rate: 15912 	 duration: 500 
rate: 15600 	 duration: 500 
rate: 16440 	 duration: 500 
rate: 17472 	 duration: 500 
rate: 14832 	 duration: 500 
rate: 15624 	 duration: 500 
rate: 16152 	 duration: 500 
rate: 17088 	 duration: 500 
rate: 16728 	 duration: 500 
rate: 15960 	 duration: 500 
rate: 17928 	 duration: 500 
rate: 15720 	 duration: 500 
rate: 16656 	 duration: 500 
rate: 17136 	 duration: 500 
rate: 17139 	 duration: 502 
rate: 15288 	 duration: 500 
rate: 16920 	 duration: 500 
rate: 15552 	 duration: 500 
rate: 17472 	 duration: 500 
rate: 15648 	 duration: 500 
rate: 17088 	 duration: 500 
rate: 16248 	 duration: 500 
rate: 17232 	 duration: 500 
rate: 16536 	 duration: 500 
rate: 17688 	 duration: 500 
rate: 16656 	 duration: 500 
rate: 14448 	 duration: 500 
rate: 14424 	 duration: 500 
rate: 14400 	 duration: 500 
rate: 14251 	 duration: 501 
rate: 14112 	 duration: 500 
rate: 12576 	 duration: 500 
rate: 12648 	 duration: 500 
rate: 14616 	 duration: 500 
rate: 13536 	 duration: 500 
rate: 14496 	 duration: 500 
rate: 14184 	 duration: 500 
rate: 13776 	 duration: 500 
rate: 13992 	 duration: 500 
rate: 14856 	 duration: 500 
rate: 14520 	 duration: 500 
rate: 14376 	 duration: 500 
rate: 13752 	 duration: 500 
rate: 14304 	 duration: 500 
rate: 12840 	 duration: 500 
rate: 14160 	 duration: 500 
rate: 13728 	 duration: 500 
rate: 13848 	 duration: 500 
rate: 14112 	 duration: 500 
rate: 14616 	 duration: 500 
rate: 14064 	 duration: 500 
rate: 14184 	 duration: 500 
rate: 13992 	 duration: 500 
rate: 14712 	 duration: 500 
rate: 13296 	 duration: 500 
rate: 13728 	 duration: 500 
rate: 12840 	 duration: 500 
rate: 14544 	 duration: 500 
rate: 14232 	 duration: 500 
rate: 14016 	 duration: 500 
rate: 14496 	 duration: 500 
rate: 13776 	 duration: 500 
rate: 13800 	 duration: 500 
rate: 15408 	 duration: 500 
rate: 14616 	 duration: 500 
rate: 13944 	 duration: 500 
rate: 14496 	 duration: 500 
rate: 12648 	 duration: 500 
rate: 13968 	 duration: 500 
rate: 13992 	 duration: 500 
rate: 14467 	 duration: 501 
rate: 11400 	 duration: 500 
rate: 8256 	 duration: 500 
rate: 14011 	 duration: 531 
rate: 6144 	 duration: 500 
rate: 13608 	 duration: 500 
rate: 14112 	 duration: 500 
rate: 13728 	 duration: 500 
rate: 13269 	 duration: 501 
rate: 14328 	 duration: 500 
rate: 13584 	 duration: 500 
rate: 13224 	 duration: 500 
rate: 14376 	 duration: 500 
rate: 14688 	 duration: 500 
rate: 13896 	 duration: 500 
rate: 13896 	 duration: 500 
rate: 14496 	 duration: 500 
rate: 14472 	 duration: 500 
rate: 13992 	 duration: 500 
rate: 12144 	 duration: 500 
rate: 13104 	 duration: 500 
rate: 14232 	 duration: 500 
rate: 12768 	 duration: 500 
rate: 13512 	 duration: 500 
rate: 14424 	 duration: 500 
rate: 14232 	 duration: 500 
rate: 13992 	 duration: 500 
