#t:nan-nan ; rate:nan-nan
rate: 6048 	 duration: 500 
rate: 5256 	 duration: 500 
rate: 3833 	 duration: 504 
rate: 7872 	 duration: 500 
rate: 4543 	 duration: 729 
rate: 4968 	 duration: 500 
rate: 6347 	 duration: 501 
rate: 5496 	 duration: 500 
rate: 8136 	 duration: 500 
rate: 8232 	 duration: 500 
rate: 5544 	 duration: 500 
rate: 640 	 duration: 956 
rate: 7137 	 duration: 501 
rate: 7123 	 duration: 502 
rate: 673 	 duration: 962 
rate: 4800 	 duration: 500 
rate: 5465 	 duration: 516 
rate: 1558 	 duration: 1332 
rate: 16 	 duration: 742 
rate: 3089 	 duration: 501 
rate: 2272 	 duration: 565 
rate: 580 	 duration: 641 
rate: 7832 	 duration: 501 
rate: 4992 	 duration: 500 
rate: 7119 	 duration: 504 
rate: 68 	 duration: 696 
rate: 6894 	 duration: 503 
rate: 696 	 duration: 500 
rate: 4378 	 duration: 507 
rate: 958 	 duration: 501 
rate: 2599 	 duration: 517 
rate: 5892 	 duration: 501 
rate: 5859 	 duration: 512 
rate: 5448 	 duration: 500 
rate: 4661 	 duration: 502 
rate: 4844 	 duration: 597 
rate: 7080 	 duration: 500 
rate: 2877 	 duration: 734 
rate: 7257 	 duration: 501 
rate: 622 	 duration: 694 
rate: 11 	 duration: 1069 
rate: 792 	 duration: 500 
rate: 2434 	 duration: 971 
rate: 138 	 duration: 1038 
rate: 31 	 duration: 762 
rate: 3300 	 duration: 840 
rate: 42 	 duration: 1122 
rate: 12 	 duration: 949 
rate: 4586 	 duration: 505 
rate: 372 	 duration: 869 
rate: 1200 	 duration: 750 
rate: 3221 	 duration: 529 
rate: 547 	 duration: 898 
rate: 1375 	 duration: 567 
rate: 6936 	 duration: 500 
rate: 1467 	 duration: 654 
rate: 2856 	 duration: 500 
rate: 6404 	 duration: 504 
rate: 6816 	 duration: 500 
rate: 4809 	 duration: 509 
rate: 4776 	 duration: 500 
rate: 3915 	 duration: 754 
rate: 7128 	 duration: 500 
rate: 8256 	 duration: 500 
rate: 4896 	 duration: 500 
rate: 3861 	 duration: 634 
rate: 1001 	 duration: 1006 
rate: 12 	 duration: 999 
rate: 11 	 duration: 1008 
rate: 4631 	 duration: 526 
rate: 7802 	 duration: 506 
rate: 6336 	 duration: 553 
rate: 891 	 duration: 525 
rate: 2580 	 duration: 823 
rate: 5964 	 duration: 509 
rate: 1996 	 duration: 559 
rate: 1247 	 duration: 712 
rate: 3155 	 duration: 635 
rate: 5040 	 duration: 500 
rate: 6754 	 duration: 501 
rate: 2443 	 duration: 501 
rate: 3681 	 duration: 753 
rate: 3264 	 duration: 500 
rate: 5688 	 duration: 500 
rate: 3511 	 duration: 557 
rate: 3572 	 duration: 524 
rate: 3464 	 duration: 807 
rate: 5619 	 duration: 521 
rate: 2644 	 duration: 599 
rate: 5352 	 duration: 500 
rate: 5163 	 duration: 502 
rate: 4102 	 duration: 506 
rate: 6994 	 duration: 501 
rate: 7800 	 duration: 500 
rate: 4800 	 duration: 505 
rate: 5628 	 duration: 501 
rate: 3320 	 duration: 600 
rate: 7482 	 duration: 502 
rate: 3800 	 duration: 562 
rate: 3312 	 duration: 500 
rate: 6888 	 duration: 500 
rate: 3630 	 duration: 595 
rate: 6024 	 duration: 500 
rate: 3609 	 duration: 502 
rate: 5832 	 duration: 500 
rate: 5077 	 duration: 553 
rate: 6390 	 duration: 507 
rate: 3840 	 duration: 500 
rate: 6840 	 duration: 500 
rate: 3805 	 duration: 536 
rate: 4547 	 duration: 533 
rate: 4200 	 duration: 500 
rate: 5976 	 duration: 504 
rate: 5508 	 duration: 501 
rate: 3261 	 duration: 504 
rate: 4225 	 duration: 622 
rate: 6970 	 duration: 501 
rate: 5222 	 duration: 540 
rate: 2523 	 duration: 523 
rate: 7176 	 duration: 500 
rate: 7689 	 duration: 515 
rate: 2280 	 duration: 500 
rate: 5400 	 duration: 500 
rate: 8158 	 duration: 506 
rate: 3936 	 duration: 503 
rate: 8832 	 duration: 500 
rate: 6490 	 duration: 538 
rate: 9120 	 duration: 500 
rate: 4299 	 duration: 815 
rate: 2472 	 duration: 500 
rate: 7680 	 duration: 500 
rate: 5237 	 duration: 582 
rate: 4848 	 duration: 500 
rate: 7691 	 duration: 532 
rate: 4766 	 duration: 501 
rate: 8496 	 duration: 500 
rate: 6451 	 duration: 558 
rate: 4738 	 duration: 504 
rate: 670 	 duration: 1182 
rate: 2754 	 duration: 501 
rate: 4113 	 duration: 703 
rate: 831 	 duration: 1097 
rate: 5352 	 duration: 500 
rate: 2905 	 duration: 702 
rate: 4502 	 duration: 501 
rate: 6299 	 duration: 501 
rate: 3312 	 duration: 500 
rate: 1874 	 duration: 749 
rate: 6914 	 duration: 512 
rate: 5976 	 duration: 500 
rate: 4871 	 duration: 505 
rate: 5676 	 duration: 501 
rate: 4153 	 duration: 757 
rate: 7512 	 duration: 500 
rate: 6776 	 duration: 510 
rate: 8502 	 duration: 501 
rate: 7157 	 duration: 503 
rate: 6678 	 duration: 566 
rate: 4220 	 duration: 509 
rate: 7152 	 duration: 500 
rate: 8208 	 duration: 500 
rate: 8502 	 duration: 501 
rate: 5988 	 duration: 501 
rate: 4383 	 duration: 501 
rate: 4402 	 duration: 537 
rate: 4550 	 duration: 501 
rate: 3976 	 duration: 504 
rate: 3752 	 duration: 502 
rate: 5760 	 duration: 502 
rate: 7123 	 duration: 502 
