#t:nan-nan ; rate:nan-nan
rate: 21370 	 duration: 502 
rate: 17077 	 duration: 501 
rate: 17496 	 duration: 500 
rate: 22656 	 duration: 500 
rate: 18888 	 duration: 500 
rate: 21072 	 duration: 500 
rate: 22248 	 duration: 500 
rate: 21312 	 duration: 500 
rate: 22470 	 duration: 502 
rate: 20064 	 duration: 500 
rate: 22488 	 duration: 500 
rate: 21264 	 duration: 500 
rate: 21312 	 duration: 500 
rate: 20760 	 duration: 500 
rate: 19896 	 duration: 500 
rate: 23280 	 duration: 500 
rate: 23136 	 duration: 500 
rate: 21240 	 duration: 500 
rate: 21480 	 duration: 500 
rate: 19080 	 duration: 500 
rate: 23832 	 duration: 501 
rate: 21576 	 duration: 500 
rate: 24648 	 duration: 500 
rate: 24864 	 duration: 500 
rate: 24192 	 duration: 500 
rate: 24000 	 duration: 500 
rate: 22920 	 duration: 500 
rate: 20112 	 duration: 500 
rate: 18336 	 duration: 500 
rate: 22800 	 duration: 500 
rate: 23664 	 duration: 500 
rate: 23088 	 duration: 500 
rate: 22224 	 duration: 500 
rate: 22560 	 duration: 500 
rate: 24288 	 duration: 500 
rate: 21120 	 duration: 500 
rate: 20520 	 duration: 500 
rate: 23784 	 duration: 500 
rate: 23448 	 duration: 500 
rate: 21528 	 duration: 500 
rate: 19968 	 duration: 500 
rate: 24264 	 duration: 500 
rate: 20448 	 duration: 500 
rate: 19656 	 duration: 500 
rate: 16824 	 duration: 500 
rate: 23976 	 duration: 500 
rate: 20832 	 duration: 500 
rate: 24264 	 duration: 500 
rate: 23064 	 duration: 500 
rate: 21552 	 duration: 500 
rate: 20736 	 duration: 500 
rate: 21744 	 duration: 500 
rate: 21936 	 duration: 500 
rate: 21000 	 duration: 500 
rate: 21624 	 duration: 500 
rate: 22944 	 duration: 500 
rate: 20520 	 duration: 500 
rate: 21216 	 duration: 500 
rate: 19305 	 duration: 501 
rate: 20352 	 duration: 500 
rate: 24600 	 duration: 500 
rate: 21432 	 duration: 500 
rate: 21624 	 duration: 500 
rate: 24264 	 duration: 500 
