#t:nan-nan ; rate:nan-nan
rate: 6645 	 duration: 502 
rate: 6071 	 duration: 502 
rate: 6354 	 duration: 508 
rate: 7680 	 duration: 500 
rate: 9048 	 duration: 500 
rate: 6648 	 duration: 500 
rate: 5940 	 duration: 501 
rate: 8376 	 duration: 500 
rate: 9096 	 duration: 500 
rate: 8592 	 duration: 500 
rate: 9365 	 duration: 501 
rate: 4062 	 duration: 638 
rate: 8040 	 duration: 500 
rate: 6216 	 duration: 500 
rate: 7896 	 duration: 500 
rate: 9421 	 duration: 512 
rate: 4270 	 duration: 503 
rate: 6984 	 duration: 500 
rate: 6154 	 duration: 505 
rate: 6310 	 duration: 502 
rate: 7857 	 duration: 504 
rate: 6642 	 duration: 504 
rate: 8688 	 duration: 500 
rate: 7362 	 duration: 502 
rate: 7296 	 duration: 500 
rate: 4963 	 duration: 515 
rate: 7296 	 duration: 500 
rate: 6000 	 duration: 502 
rate: 5029 	 duration: 501 
rate: 4992 	 duration: 500 
rate: 5544 	 duration: 500 
rate: 4532 	 duration: 503 
rate: 3841 	 duration: 506 
rate: 6144 	 duration: 500 
rate: 5784 	 duration: 500 
rate: 6140 	 duration: 514 
rate: 5592 	 duration: 500 
rate: 6597 	 duration: 502 
rate: 7386 	 duration: 502 
rate: 7488 	 duration: 500 
rate: 9144 	 duration: 500 
rate: 8431 	 duration: 501 
rate: 8496 	 duration: 500 
rate: 7464 	 duration: 500 
rate: 4452 	 duration: 504 
rate: 5856 	 duration: 500 
rate: 7944 	 duration: 509 
rate: 5341 	 duration: 501 
rate: 7375 	 duration: 506 
rate: 6239 	 duration: 502 
rate: 7832 	 duration: 501 
rate: 6688 	 duration: 558 
rate: 5448 	 duration: 500 
rate: 6072 	 duration: 500 
rate: 6340 	 duration: 511 
rate: 2577 	 duration: 526 
rate: 8448 	 duration: 500 
rate: 6171 	 duration: 628 
rate: 8300 	 duration: 506 
rate: 2856 	 duration: 500 
rate: 7017 	 duration: 501 
rate: 8376 	 duration: 500 
rate: 7960 	 duration: 502 
rate: 4634 	 duration: 536 
rate: 5700 	 duration: 501 
rate: 7632 	 duration: 500 
rate: 5893 	 duration: 505 
rate: 1621 	 duration: 518 
rate: 7137 	 duration: 501 
rate: 7920 	 duration: 500 
rate: 5200 	 duration: 503 
rate: 3093 	 duration: 512 
rate: 5737 	 duration: 502 
rate: 6816 	 duration: 500 
rate: 5700 	 duration: 501 
rate: 3512 	 duration: 509 
rate: 5234 	 duration: 541 
rate: 8302 	 duration: 503 
rate: 6192 	 duration: 500 
rate: 5616 	 duration: 500 
rate: 4752 	 duration: 500 
rate: 7944 	 duration: 500 
rate: 5028 	 duration: 568 
rate: 3005 	 duration: 551 
rate: 7584 	 duration: 500 
rate: 7494 	 duration: 506 
rate: 5273 	 duration: 512 
rate: 3857 	 duration: 647 
rate: 2443 	 duration: 501 
rate: 8191 	 duration: 501 
rate: 3131 	 duration: 502 
rate: 5631 	 duration: 505 
rate: 1918 	 duration: 513 
rate: 4680 	 duration: 500 
rate: 7384 	 duration: 559 
rate: 9216 	 duration: 500 
rate: 3817 	 duration: 569 
rate: 4560 	 duration: 500 
rate: 3592 	 duration: 501 
rate: 6131 	 duration: 501 
rate: 2136 	 duration: 646 
rate: 4480 	 duration: 616 
rate: 4077 	 duration: 1086 
rate: 4079 	 duration: 503 
rate: 4171 	 duration: 699 
rate: 1727 	 duration: 639 
rate: 6554 	 duration: 509 
rate: 6408 	 duration: 500 
rate: 3952 	 duration: 501 
rate: 1888 	 duration: 629 
rate: 5796 	 duration: 501 
rate: 1360 	 duration: 582 
rate: 3117 	 duration: 562 
rate: 5544 	 duration: 500 
rate: 8223 	 duration: 502 
rate: 5880 	 duration: 502 
rate: 2366 	 duration: 502 
rate: 8071 	 duration: 501 
rate: 2265 	 duration: 858 
rate: 5628 	 duration: 501 
rate: 6563 	 duration: 554 
rate: 3578 	 duration: 513 
rate: 1121 	 duration: 503 
rate: 6936 	 duration: 500 
rate: 7099 	 duration: 502 
rate: 3146 	 duration: 534 
rate: 115 	 duration: 625 
rate: 3920 	 duration: 505 
rate: 2681 	 duration: 783 
rate: 4248 	 duration: 500 
rate: 6942 	 duration: 503 
rate: 5328 	 duration: 509 
rate: 144 	 duration: 748 
rate: 6144 	 duration: 500 
rate: 7440 	 duration: 500 
rate: 1387 	 duration: 856 
rate: 3520 	 duration: 501 
rate: 2680 	 duration: 931 
rate: 7314 	 duration: 502 
rate: 2360 	 duration: 1088 
rate: 3992 	 duration: 541 
rate: 4127 	 duration: 721 
rate: 8407 	 duration: 501 
rate: 4296 	 duration: 500 
rate: 3480 	 duration: 500 
rate: 8761 	 duration: 504 
rate: 5255 	 duration: 516 
rate: 4023 	 duration: 519 
rate: 2767 	 duration: 698 
rate: 4712 	 duration: 881 
rate: 2946 	 duration: 733 
rate: 1660 	 duration: 665 
rate: 3362 	 duration: 596 
rate: 3774 	 duration: 550 
rate: 1164 	 duration: 670 
rate: 3924 	 duration: 584 
rate: 4824 	 duration: 500 
rate: 410 	 duration: 614 
rate: 9101 	 duration: 501 
rate: 1749 	 duration: 919 
rate: 8760 	 duration: 500 
rate: 4504 	 duration: 642 
rate: 4279 	 duration: 558 
rate: 7398 	 duration: 519 
rate: 1389 	 duration: 501 
rate: 5016 	 duration: 500 
rate: 3984 	 duration: 500 
rate: 3892 	 duration: 521 
rate: 114 	 duration: 842 
rate: 7368 	 duration: 500 
rate: 2706 	 duration: 1184 
rate: 3528 	 duration: 500 
rate: 6417 	 duration: 503 
rate: 6075 	 duration: 715 
rate: 504 	 duration: 571 
rate: 2142 	 duration: 1210 
rate: 11 	 duration: 1015 
rate: 11 	 duration: 1020 
