#t:nan-nan ; rate:nan-nan
rate: 25944 	 duration: 500 
rate: 26520 	 duration: 500 
rate: 26448 	 duration: 500 
rate: 25296 	 duration: 500 
rate: 26352 	 duration: 500 
rate: 24336 	 duration: 500 
rate: 26496 	 duration: 500 
rate: 26112 	 duration: 500 
rate: 23376 	 duration: 500 
rate: 27216 	 duration: 500 
rate: 20964 	 duration: 502 
rate: 17592 	 duration: 500 
rate: 13656 	 duration: 500 
rate: 24936 	 duration: 500 
rate: 22200 	 duration: 500 
rate: 21768 	 duration: 500 
rate: 18240 	 duration: 500 
rate: 21840 	 duration: 500 
rate: 14184 	 duration: 500 
rate: 23736 	 duration: 500 
rate: 23496 	 duration: 500 
rate: 24912 	 duration: 500 
rate: 22398 	 duration: 502 
rate: 9192 	 duration: 500 
rate: 10245 	 duration: 506 
rate: 9888 	 duration: 500 
rate: 10395 	 duration: 501 
rate: 19968 	 duration: 500 
rate: 25848 	 duration: 500 
rate: 25248 	 duration: 500 
rate: 20952 	 duration: 500 
rate: 24672 	 duration: 500 
rate: 21624 	 duration: 500 
rate: 20616 	 duration: 500 
rate: 23040 	 duration: 500 
rate: 21576 	 duration: 500 
rate: 19512 	 duration: 500 
rate: 24480 	 duration: 500 
rate: 26232 	 duration: 500 
rate: 25992 	 duration: 500 
rate: 25800 	 duration: 500 
rate: 26184 	 duration: 500 
rate: 26544 	 duration: 500 
rate: 24672 	 duration: 500 
rate: 21456 	 duration: 500 
rate: 10924 	 duration: 502 
rate: 11257 	 duration: 501 
rate: 15864 	 duration: 500 
rate: 12335 	 duration: 501 
rate: 9144 	 duration: 500 
rate: 9384 	 duration: 500 
rate: 9048 	 duration: 500 
rate: 7017 	 duration: 501 
rate: 9408 	 duration: 500 
rate: 7753 	 duration: 503 
rate: 10464 	 duration: 500 
rate: 26160 	 duration: 500 
rate: 25296 	 duration: 500 
rate: 25896 	 duration: 500 
rate: 24718 	 duration: 501 
rate: 21720 	 duration: 500 
rate: 22008 	 duration: 500 
rate: 23112 	 duration: 500 
rate: 25080 	 duration: 500 
rate: 26352 	 duration: 500 
rate: 26424 	 duration: 500 
rate: 17166 	 duration: 504 
rate: 9772 	 duration: 501 
rate: 6024 	 duration: 500 
rate: 9624 	 duration: 500 
rate: 21600 	 duration: 500 
rate: 12936 	 duration: 500 
rate: 8448 	 duration: 500 
rate: 12264 	 duration: 500 
rate: 20784 	 duration: 500 
rate: 11408 	 duration: 507 
rate: 9480 	 duration: 500 
rate: 9984 	 duration: 500 
rate: 11832 	 duration: 500 
rate: 11113 	 duration: 501 
rate: 14845 	 duration: 506 
rate: 14208 	 duration: 500 
rate: 16872 	 duration: 500 
rate: 11717 	 duration: 510 
rate: 5208 	 duration: 500 
rate: 6131 	 duration: 501 
rate: 3936 	 duration: 500 
rate: 8562 	 duration: 555 
rate: 17105 	 duration: 503 
rate: 9652 	 duration: 501 
rate: 9264 	 duration: 500 
rate: 5654 	 duration: 503 
rate: 15592 	 duration: 501 
rate: 13652 	 duration: 501 
rate: 15264 	 duration: 500 
rate: 16523 	 duration: 504 
rate: 16502 	 duration: 501 
rate: 8400 	 duration: 500 
rate: 12984 	 duration: 500 
rate: 26448 	 duration: 500 
rate: 26592 	 duration: 500 
rate: 15336 	 duration: 500 
rate: 11928 	 duration: 500 
rate: 8940 	 duration: 502 
rate: 10107 	 duration: 501 
rate: 10848 	 duration: 500 
rate: 14928 	 duration: 500 
rate: 18874 	 duration: 501 
rate: 8000 	 duration: 501 
rate: 9096 	 duration: 500 
rate: 13125 	 duration: 501 
rate: 6059 	 duration: 501 
rate: 5808 	 duration: 502 
rate: 5112 	 duration: 500 
rate: 5820 	 duration: 501 
rate: 7266 	 duration: 502 
rate: 9888 	 duration: 500 
rate: 8615 	 duration: 507 
rate: 6240 	 duration: 500 
rate: 6528 	 duration: 500 
rate: 6717 	 duration: 502 
rate: 2718 	 duration: 543 
rate: 3401 	 duration: 515 
rate: 2323 	 duration: 501 
rate: 4455 	 duration: 501 
rate: 2353 	 duration: 515 
rate: 1033 	 duration: 511 
rate: 1029 	 duration: 501 
rate: 1378 	 duration: 557 
rate: 1123 	 duration: 502 
rate: 3537 	 duration: 502 
rate: 3648 	 duration: 500 
rate: 4494 	 duration: 502 
rate: 2448 	 duration: 500 
rate: 4536 	 duration: 500 
rate: 5241 	 duration: 554 
rate: 8352 	 duration: 500 
rate: 7482 	 duration: 502 
rate: 4243 	 duration: 509 
rate: 2286 	 duration: 509 
rate: 4633 	 duration: 518 
rate: 2438 	 duration: 502 
rate: 12432 	 duration: 500 
rate: 11424 	 duration: 500 
rate: 11760 	 duration: 502 
rate: 13592 	 duration: 505 
rate: 10514 	 duration: 509 
rate: 11688 	 duration: 500 
rate: 8199 	 duration: 502 
rate: 8479 	 duration: 501 
rate: 5725 	 duration: 503 
rate: 9035 	 duration: 502 
rate: 9960 	 duration: 500 
rate: 9755 	 duration: 508 
rate: 10800 	 duration: 500 
rate: 13920 	 duration: 500 
rate: 12600 	 duration: 500 
rate: 12480 	 duration: 500 
rate: 10733 	 duration: 502 
rate: 7864 	 duration: 502 
rate: 3624 	 duration: 500 
rate: 7840 	 duration: 502 
rate: 11689 	 duration: 502 
rate: 11282 	 duration: 502 
rate: 13944 	 duration: 500 
rate: 15401 	 duration: 501 
rate: 12766 	 duration: 501 
rate: 13005 	 duration: 501 
rate: 15672 	 duration: 500 
rate: 11880 	 duration: 500 
rate: 12240 	 duration: 500 
rate: 13704 	 duration: 500 
rate: 11416 	 duration: 514 
rate: 13413 	 duration: 501 
rate: 14838 	 duration: 503 
rate: 12408 	 duration: 500 
rate: 11328 	 duration: 500 
rate: 14040 	 duration: 500 
rate: 11280 	 duration: 500 
rate: 8256 	 duration: 500 
rate: 8520 	 duration: 500 
rate: 10944 	 duration: 500 
rate: 15809 	 duration: 504 
rate: 14209 	 duration: 505 
rate: 14904 	 duration: 500 
rate: 13464 	 duration: 500 
rate: 12864 	 duration: 500 
rate: 5376 	 duration: 500 
rate: 13341 	 duration: 501 
rate: 13152 	 duration: 500 
rate: 13104 	 duration: 500 
rate: 10039 	 duration: 502 
rate: 10488 	 duration: 500 
rate: 9696 	 duration: 500 
rate: 11040 	 duration: 500 
rate: 12264 	 duration: 500 
rate: 12047 	 duration: 501 
rate: 8616 	 duration: 500 
rate: 7560 	 duration: 500 
