#t:nan-nan ; rate:nan-nan
rate: 17904 	 duration: 500 
rate: 21720 	 duration: 500 
rate: 19464 	 duration: 500 
rate: 22152 	 duration: 500 
rate: 23232 	 duration: 500 
rate: 21048 	 duration: 500 
rate: 21024 	 duration: 500 
rate: 18120 	 duration: 500 
rate: 21552 	 duration: 500 
rate: 20616 	 duration: 500 
rate: 19224 	 duration: 500 
rate: 20904 	 duration: 500 
rate: 19872 	 duration: 500 
rate: 18768 	 duration: 500 
rate: 18936 	 duration: 500 
rate: 20496 	 duration: 500 
rate: 20533 	 duration: 502 
rate: 19224 	 duration: 500 
rate: 20520 	 duration: 500 
rate: 22056 	 duration: 500 
rate: 19104 	 duration: 500 
rate: 21336 	 duration: 500 
rate: 19656 	 duration: 500 
rate: 21624 	 duration: 500 
rate: 20616 	 duration: 500 
rate: 21312 	 duration: 500 
rate: 22272 	 duration: 500 
rate: 21672 	 duration: 500 
rate: 18984 	 duration: 500 
rate: 21264 	 duration: 500 
rate: 19440 	 duration: 500 
rate: 20280 	 duration: 500 
rate: 19824 	 duration: 500 
rate: 21288 	 duration: 500 
rate: 21216 	 duration: 500 
rate: 19128 	 duration: 500 
rate: 20424 	 duration: 500 
rate: 19512 	 duration: 500 
rate: 22512 	 duration: 500 
rate: 22872 	 duration: 500 
rate: 21504 	 duration: 500 
rate: 18960 	 duration: 500 
rate: 21792 	 duration: 500 
rate: 19320 	 duration: 500 
rate: 19538 	 duration: 503 
rate: 19113 	 duration: 501 
rate: 19224 	 duration: 500 
rate: 21792 	 duration: 500 
rate: 22104 	 duration: 500 
rate: 21480 	 duration: 500 
rate: 19992 	 duration: 500 
rate: 18384 	 duration: 500 
rate: 19632 	 duration: 500 
rate: 22848 	 duration: 500 
rate: 22032 	 duration: 500 
rate: 20448 	 duration: 500 
rate: 19368 	 duration: 500 
rate: 20856 	 duration: 500 
rate: 20640 	 duration: 500 
rate: 18984 	 duration: 500 
rate: 20304 	 duration: 500 
rate: 18552 	 duration: 500 
rate: 22560 	 duration: 500 
rate: 22080 	 duration: 500 
rate: 21336 	 duration: 500 
rate: 21168 	 duration: 500 
rate: 20808 	 duration: 500 
rate: 18888 	 duration: 500 
rate: 21744 	 duration: 500 
rate: 20400 	 duration: 500 
rate: 20496 	 duration: 500 
rate: 20784 	 duration: 500 
rate: 19680 	 duration: 500 
rate: 20496 	 duration: 500 
rate: 21192 	 duration: 500 
rate: 20952 	 duration: 500 
rate: 22080 	 duration: 500 
rate: 22224 	 duration: 500 
rate: 20856 	 duration: 500 
rate: 21912 	 duration: 500 
rate: 21744 	 duration: 500 
rate: 21048 	 duration: 500 
rate: 20160 	 duration: 500 
rate: 20376 	 duration: 500 
rate: 20400 	 duration: 500 
rate: 21000 	 duration: 500 
rate: 21672 	 duration: 500 
rate: 22848 	 duration: 500 
rate: 15864 	 duration: 500 
rate: 18696 	 duration: 500 
rate: 12960 	 duration: 500 
rate: 12604 	 duration: 516 
rate: 10976 	 duration: 504 
rate: 15816 	 duration: 500 
rate: 11688 	 duration: 501 
rate: 9456 	 duration: 500 
rate: 13704 	 duration: 500 
rate: 19080 	 duration: 500 
rate: 16632 	 duration: 500 
rate: 17916 	 duration: 503 
rate: 20736 	 duration: 500 
rate: 15288 	 duration: 500 
rate: 18408 	 duration: 500 
rate: 17520 	 duration: 500 
rate: 21288 	 duration: 500 
rate: 21312 	 duration: 500 
rate: 19416 	 duration: 500 
rate: 13824 	 duration: 500 
rate: 12240 	 duration: 500 
rate: 13704 	 duration: 500 
rate: 11160 	 duration: 500 
rate: 14976 	 duration: 500 
rate: 13649 	 duration: 502 
rate: 11568 	 duration: 500 
rate: 14040 	 duration: 500 
rate: 17592 	 duration: 500 
rate: 20616 	 duration: 500 
rate: 20832 	 duration: 500 
rate: 20232 	 duration: 500 
rate: 21792 	 duration: 500 
rate: 19944 	 duration: 500 
rate: 20520 	 duration: 500 
rate: 22512 	 duration: 500 
rate: 20838 	 duration: 501 
rate: 18888 	 duration: 500 
rate: 20544 	 duration: 500 
rate: 19080 	 duration: 500 
rate: 18792 	 duration: 500 
rate: 21144 	 duration: 500 
rate: 21144 	 duration: 500 
rate: 21408 	 duration: 500 
rate: 19224 	 duration: 500 
rate: 20424 	 duration: 500 
rate: 21288 	 duration: 500 
rate: 22032 	 duration: 500 
rate: 21720 	 duration: 500 
rate: 14256 	 duration: 500 
rate: 15072 	 duration: 500 
rate: 21576 	 duration: 500 
rate: 19920 	 duration: 500 
rate: 19464 	 duration: 500 
rate: 17808 	 duration: 500 
rate: 21840 	 duration: 500 
rate: 21576 	 duration: 500 
rate: 20934 	 duration: 501 
rate: 22584 	 duration: 500 
rate: 21672 	 duration: 500 
rate: 21341 	 duration: 501 
rate: 20064 	 duration: 500 
rate: 19944 	 duration: 500 
rate: 21672 	 duration: 500 
rate: 20976 	 duration: 500 
rate: 20976 	 duration: 500 
rate: 20688 	 duration: 500 
rate: 20616 	 duration: 500 
rate: 21408 	 duration: 500 
rate: 21720 	 duration: 500 
rate: 23136 	 duration: 500 
rate: 21168 	 duration: 500 
rate: 22392 	 duration: 500 
rate: 18778 	 duration: 501 
rate: 22128 	 duration: 500 
rate: 19560 	 duration: 500 
rate: 21840 	 duration: 500 
rate: 20352 	 duration: 500 
rate: 20040 	 duration: 500 
rate: 23544 	 duration: 500 
rate: 21192 	 duration: 500 
rate: 20784 	 duration: 500 
rate: 21288 	 duration: 500 
rate: 19128 	 duration: 500 
rate: 19320 	 duration: 500 
rate: 21864 	 duration: 500 
rate: 22056 	 duration: 500 
rate: 22200 	 duration: 500 
rate: 21293 	 duration: 501 
rate: 20376 	 duration: 500 
rate: 21768 	 duration: 500 
rate: 20040 	 duration: 500 
rate: 21696 	 duration: 500 
rate: 20448 	 duration: 500 
rate: 20880 	 duration: 500 
rate: 20376 	 duration: 500 
rate: 23880 	 duration: 500 
rate: 20016 	 duration: 500 
rate: 21744 	 duration: 500 
rate: 17784 	 duration: 500 
rate: 20160 	 duration: 500 
rate: 22032 	 duration: 500 
rate: 17808 	 duration: 500 
rate: 21792 	 duration: 500 
rate: 25056 	 duration: 500 
rate: 24336 	 duration: 500 
rate: 20832 	 duration: 500 
rate: 22032 	 duration: 500 
rate: 21024 	 duration: 500 
rate: 23352 	 duration: 500 
rate: 21528 	 duration: 500 
rate: 24024 	 duration: 500 
