#t:nan-nan ; rate:nan-nan
rate: 12889 	 duration: 580 
rate: 16152 	 duration: 500 
rate: 12336 	 duration: 500 
rate: 14481 	 duration: 503 
rate: 13968 	 duration: 500 
rate: 17808 	 duration: 500 
rate: 19152 	 duration: 500 
rate: 19056 	 duration: 500 
rate: 18288 	 duration: 500 
rate: 21552 	 duration: 500 
rate: 16920 	 duration: 500 
rate: 14472 	 duration: 500 
rate: 7553 	 duration: 502 
rate: 8175 	 duration: 502 
rate: 8230 	 duration: 503 
rate: 7584 	 duration: 500 
rate: 6552 	 duration: 500 
rate: 9528 	 duration: 500 
rate: 10299 	 duration: 501 
rate: 11352 	 duration: 500 
rate: 12333 	 duration: 503 
rate: 12408 	 duration: 500 
rate: 17136 	 duration: 500 
rate: 12501 	 duration: 502 
rate: 11078 	 duration: 508 
rate: 13920 	 duration: 500 
rate: 13776 	 duration: 500 
rate: 10047 	 duration: 504 
rate: 11304 	 duration: 500 
rate: 9747 	 duration: 506 
rate: 11208 	 duration: 500 
rate: 8677 	 duration: 502 
rate: 8160 	 duration: 500 
rate: 6286 	 duration: 502 
rate: 7003 	 duration: 502 
rate: 7794 	 duration: 505 
rate: 7037 	 duration: 503 
rate: 8640 	 duration: 500 
rate: 6347 	 duration: 501 
rate: 7214 	 duration: 504 
rate: 6891 	 duration: 505 
rate: 7992 	 duration: 500 
rate: 9604 	 duration: 501 
rate: 7608 	 duration: 500 
rate: 6764 	 duration: 502 
rate: 5760 	 duration: 500 
rate: 5784 	 duration: 500 
rate: 7296 	 duration: 500 
rate: 6819 	 duration: 505 
rate: 7401 	 duration: 501 
rate: 7344 	 duration: 500 
rate: 6959 	 duration: 519 
rate: 7896 	 duration: 500 
rate: 7488 	 duration: 500 
rate: 9053 	 duration: 501 
rate: 13312 	 duration: 503 
rate: 7632 	 duration: 500 
rate: 18119 	 duration: 502 
rate: 15824 	 duration: 502 
rate: 15744 	 duration: 500 
rate: 13272 	 duration: 500 
